brand,model,year,engine_size,fuel_type,transmission,mileage,car_type,drive_type,price
Hyundai,Tucson,2015,1.1,Petrol,Manual,90467,Truck,AWD,2495964
Honda,City,2010,3.4,Hybrid,Manual,198064,Sedan,AWD,4122926
Honda,City,2014,1.6,Electric,CVT,97299,SUV,AWD,2504230
Hyundai,Sonata,2022,2.7,Petrol,CVT,50717,Sedan,AWD,5666003
Suzuki,Swift,2008,2.3,Diesel,Automatic,150344,SUV,RWD,6820838
Kia,Cerato,2018,3.4,Electric,CVT,139657,Truck,AWD,6794741
Suzuki,Swift,2008,1.5,Hybrid,CVT,199486,Hatchback,FWD,1245011
Honda,City,2016,2.8,Electric,Manual,181960,SUV,AWD,2401857
Toyota,Fortuner,2009,2.8,Electric,Manual,162220,Truck,RWD,2012015
Honda,Civic,2008,0.8,Diesel,Manual,120218,Sedan,RWD,3506401
Kia,Sportage,2007,3.1,Electric,Manual,168598,Hatchback,FWD,5578517
Hyundai,Tucson,2020,1.2,Petrol,CVT,45098,Hatchback,RWD,7158799
Kia,Cerato,2022,1.1,Diesel,CVT,139595,Hatchback,FWD,4783305
Toyota,Camry,2020,2.8,Diesel,Manual,112322,SUV,RWD,5750271
Hyundai,Tucson,2017,2.9,Electric,Manual,62741,Hatchback,RWD,1494816
Kia,Picanto,2019,3.5,Diesel,CVT,173776,SUV,FWD,962619
Suzuki,Swift,2016,0.9,Electric,Automatic,191342,SUV,AWD,2107558
Kia,Picanto,2018,1.7,Diesel,Manual,125673,Sedan,AWD,4428408
Suzuki,Alto,2021,1.2,Electric,Manual,122086,Truck,FWD,3188696
Hyundai,Elantra,2016,1.3,Electric,Manual,156745,Sedan,AWD,5062286
Suzuki,Alto,2007,1.7,Diesel,Automatic,158508,SUV,AWD,5827332
Kia,Sportage,2019,1.0,Petrol,Automatic,29725,SUV,AWD,6585010
Kia,Sportage,2016,2.8,Hybrid,CVT,197275,Hatchback,AWD,4708022
Honda,Accord,2005,3.7,Electric,Manual,63139,Truck,RWD,2108891
Hyundai,Tucson,2013,1.1,Diesel,CVT,64681,Truck,AWD,4915002
Hyundai,Sonata,2017,3.4,Hybrid,CVT,106324,SUV,FWD,6940195
Suzuki,Cultus,2008,1.0,Hybrid,Manual,94864,Sedan,FWD,4267339
Suzuki,WagonR,2014,3.5,Hybrid,CVT,80634,Hatchback,RWD,5380697
Honda,Accord,2017,2.6,Petrol,Automatic,124405,Truck,AWD,2289613
Kia,Picanto,2017,1.5,Hybrid,CVT,122345,SUV,FWD,2043033
Toyota,Fortuner,2008,1.8,Diesel,Manual,161431,SUV,RWD,1349261
Toyota,Yaris,2017,2.0,Petrol,Manual,8209,Truck,AWD,6540547
Hyundai,Sonata,2007,2.7,Petrol,CVT,54948,Hatchback,FWD,3959400
Hyundai,Tucson,2013,0.9,Diesel,CVT,90109,Hatchback,AWD,5555728
Kia,Sportage,2017,2.4,Diesel,Manual,120321,Sedan,FWD,2791239
Hyundai,Elantra,2010,2.3,Diesel,Manual,49430,Sedan,RWD,6544920
Toyota,Fortuner,2011,3.4,Hybrid,Automatic,98634,SUV,AWD,3595361
Suzuki,Alto,2008,1.8,Petrol,CVT,39398,Sedan,RWD,7700057
Honda,Civic,2019,3.1,Petrol,Manual,60646,Truck,FWD,3876374
Toyota,Yaris,2011,0.8,Electric,Manual,141036,Hatchback,RWD,1704178
Toyota,Corolla,2009,1.3,Electric,CVT,129826,Truck,RWD,2701823
Hyundai,Sonata,2010,3.0,Diesel,Automatic,174370,Hatchback,FWD,6065492
Hyundai,Tucson,2018,3.0,Diesel,Manual,102690,SUV,FWD,1252532
Suzuki,Swift,2021,1.3,Petrol,Manual,121864,Truck,RWD,1723530
Suzuki,Cultus,2013,1.8,Electric,CVT,187970,Truck,RWD,997823
Toyota,Camry,2009,3.3,Petrol,Manual,18305,Sedan,FWD,5875330
Kia,Picanto,2016,3.2,Electric,CVT,24832,Truck,RWD,6980848
Suzuki,WagonR,2009,2.6,Electric,CVT,139501,Sedan,AWD,846161
Hyundai,Tucson,2016,2.8,Petrol,Manual,16296,SUV,AWD,997947
Hyundai,Sonata,2018,2.0,Hybrid,Automatic,52952,Truck,AWD,1379236
Hyundai,Elantra,2012,1.7,Petrol,Manual,86083,SUV,FWD,2309409
Suzuki,Cultus,2011,2.1,Diesel,Automatic,74378,Hatchback,FWD,2148342
Suzuki,Swift,2020,0.8,Hybrid,CVT,123006,Hatchback,AWD,2358605
Suzuki,Cultus,2010,1.7,Hybrid,Automatic,83677,SUV,FWD,3789420
Honda,Accord,2015,2.9,Electric,CVT,101865,Truck,FWD,3755859
Suzuki,Alto,2010,0.9,Diesel,CVT,64574,SUV,RWD,1251773
Toyota,Camry,2021,0.9,Diesel,Manual,99819,Hatchback,RWD,4780931
Kia,Sportage,2013,3.8,Electric,CVT,43924,Sedan,RWD,2493604
Suzuki,Alto,2013,1.9,Petrol,Manual,199671,Sedan,RWD,5704057
Suzuki,Swift,2011,1.4,Petrol,Automatic,59800,Truck,FWD,7787880
Toyota,Yaris,2005,1.4,Petrol,Automatic,31585,SUV,AWD,7493289
Kia,Cerato,2020,2.4,Hybrid,Automatic,127002,Hatchback,FWD,6266616
Hyundai,Elantra,2021,0.9,Petrol,Manual,123755,Truck,FWD,3517782
Toyota,Yaris,2021,3.2,Electric,CVT,196916,Sedan,RWD,1845065
Toyota,Fortuner,2018,2.8,Electric,CVT,142005,Sedan,FWD,3043737
Hyundai,Tucson,2020,1.4,Hybrid,Automatic,106273,Hatchback,FWD,2039340
Toyota,Camry,2006,1.8,Electric,CVT,110044,Truck,FWD,3812942
Suzuki,Swift,2013,2.2,Hybrid,Manual,146446,Truck,FWD,3074979
Honda,Accord,2017,3.4,Electric,Automatic,185927,Sedan,FWD,6529016
Kia,Picanto,2015,2.1,Petrol,CVT,122002,SUV,FWD,3188135
Honda,City,2007,3.8,Hybrid,Automatic,48280,SUV,RWD,2457170
Honda,Civic,2022,3.4,Hybrid,CVT,94201,Sedan,FWD,5859705
Honda,City,2020,3.7,Hybrid,Manual,95705,Truck,AWD,1026077
Suzuki,Cultus,2023,3.0,Diesel,CVT,43304,Sedan,RWD,3985270
Toyota,Corolla,2006,4.0,Diesel,CVT,51720,SUV,RWD,3943612
Kia,Cerato,2012,3.5,Petrol,Manual,50360,Sedan,RWD,5992092
Kia,Sportage,2010,3.3,Petrol,CVT,193143,Hatchback,FWD,3703310
Honda,Civic,2022,3.7,Hybrid,CVT,29100,Truck,AWD,7155003
Kia,Sportage,2014,1.7,Electric,CVT,30932,Hatchback,FWD,7688649
Kia,Cerato,2005,3.0,Electric,Manual,76652,Sedan,AWD,4786249
Toyota,Camry,2006,3.9,Diesel,Automatic,97900,Truck,FWD,7446628
Toyota,Corolla,2006,3.2,Diesel,Manual,30904,Sedan,AWD,5005966
Honda,City,2019,2.9,Diesel,Automatic,89326,Truck,AWD,6740654
Kia,Cerato,2018,3.4,Petrol,CVT,172454,SUV,RWD,2793236
Suzuki,Cultus,2019,2.6,Diesel,Automatic,115997,Hatchback,FWD,2018015
Kia,Cerato,2017,2.7,Diesel,Automatic,115132,SUV,AWD,3042637
Honda,City,2008,3.8,Electric,Automatic,181456,Truck,FWD,5265623
Suzuki,Cultus,2013,2.1,Hybrid,Manual,199333,Sedan,AWD,5303501
Toyota,Fortuner,2018,3.8,Petrol,CVT,55958,Hatchback,FWD,6853697
Toyota,Camry,2011,1.6,Diesel,Manual,122641,Truck,FWD,1308215
Toyota,Camry,2018,2.1,Hybrid,Automatic,8289,Truck,AWD,1920894
Hyundai,Sonata,2013,1.1,Hybrid,Manual,104832,Hatchback,FWD,6822070
Toyota,Fortuner,2005,2.2,Electric,Automatic,181658,Hatchback,RWD,5677966
Hyundai,Sonata,2020,2.7,Hybrid,Manual,186413,Sedan,RWD,4827748
Honda,BR-V,2006,1.2,Electric,CVT,40633,SUV,FWD,1078269
Suzuki,Swift,2013,3.2,Electric,Automatic,97288,Truck,AWD,4540983
Hyundai,Tucson,2016,1.1,Petrol,Manual,117553,Sedan,RWD,1620489
Toyota,Fortuner,2014,2.4,Electric,Automatic,152750,Sedan,RWD,3575553
Toyota,Fortuner,2011,1.2,Hybrid,Automatic,50857,SUV,AWD,3192899
Honda,BR-V,2016,3.6,Petrol,CVT,51557,SUV,AWD,4569280
Kia,Sportage,2021,3.0,Diesel,CVT,167657,SUV,AWD,2524349
Suzuki,Cultus,2010,3.4,Hybrid,CVT,157217,Truck,RWD,2663956
Suzuki,Alto,2008,1.1,Electric,Manual,158505,Truck,FWD,5311743
Honda,Civic,2012,3.9,Hybrid,Manual,14759,Truck,AWD,7458537
Kia,Cerato,2015,1.1,Electric,Manual,60635,Truck,FWD,5665919
Kia,Cerato,2006,4.0,Diesel,CVT,174970,SUV,RWD,5263705
Suzuki,Swift,2007,2.5,Petrol,Manual,141991,Truck,AWD,4774291
Kia,Picanto,2017,1.9,Diesel,Manual,34617,Sedan,RWD,2801851
Kia,Picanto,2016,2.3,Electric,Automatic,29203,Truck,FWD,3734383
Kia,Picanto,2010,2.2,Electric,Automatic,13474,Truck,FWD,838245
Suzuki,Swift,2019,3.7,Petrol,CVT,5275,Truck,AWD,6017718
Honda,BR-V,2020,1.5,Hybrid,CVT,50949,SUV,FWD,3372036
Hyundai,Tucson,2008,3.8,Diesel,CVT,85483,SUV,AWD,7684049
Toyota,Camry,2013,1.2,Electric,Automatic,158806,Hatchback,FWD,6532912
Hyundai,Sonata,2021,3.0,Petrol,Manual,152920,SUV,FWD,1354041
Toyota,Fortuner,2014,2.7,Hybrid,Manual,5613,Truck,AWD,7649760
Toyota,Camry,2018,1.4,Petrol,Automatic,118697,SUV,AWD,2143319
Suzuki,Cultus,2023,2.7,Hybrid,CVT,5303,Hatchback,RWD,6990471
Suzuki,Cultus,2017,3.8,Electric,CVT,84146,Sedan,AWD,4469946
Toyota,Fortuner,2010,1.1,Diesel,Manual,67149,Hatchback,FWD,5521628
Honda,BR-V,2020,3.2,Diesel,CVT,144084,Hatchback,AWD,1965938
Hyundai,Elantra,2007,0.9,Diesel,Automatic,106088,Truck,AWD,6380727
Hyundai,Elantra,2013,1.6,Diesel,Automatic,56684,Sedan,RWD,3847996
Toyota,Fortuner,2022,3.7,Hybrid,CVT,23940,Hatchback,AWD,3384243
Honda,Accord,2009,2.4,Hybrid,CVT,146161,Hatchback,RWD,1716948
Toyota,Camry,2005,1.6,Diesel,Automatic,43243,Hatchback,FWD,3977280
Suzuki,Cultus,2006,2.9,Petrol,Manual,12900,Truck,RWD,3833803
Honda,City,2005,1.7,Electric,CVT,93263,Truck,RWD,7717615
Kia,Picanto,2018,2.9,Petrol,Manual,163983,Sedan,RWD,5481414
Suzuki,Cultus,2010,3.1,Petrol,Automatic,123517,SUV,RWD,1708520
Toyota,Fortuner,2014,3.0,Petrol,Automatic,85745,Hatchback,FWD,6874442
Toyota,Yaris,2012,1.0,Diesel,Automatic,77415,Hatchback,AWD,2619077
Toyota,Corolla,2019,3.9,Electric,CVT,63439,Hatchback,RWD,5629690
Hyundai,Elantra,2018,3.2,Hybrid,Manual,80196,Sedan,FWD,5830020
Toyota,Fortuner,2018,1.1,Electric,CVT,85446,Sedan,RWD,4027649
Hyundai,Sonata,2013,1.6,Petrol,CVT,180459,Sedan,FWD,6747541
Kia,Picanto,2016,1.6,Electric,CVT,126625,Sedan,RWD,6561143
Suzuki,Alto,2023,1.8,Electric,Automatic,140950,Truck,AWD,3092761
Suzuki,Swift,2010,2.3,Electric,Manual,139415,Sedan,RWD,2513511
Suzuki,WagonR,2010,3.4,Petrol,CVT,118626,SUV,FWD,3655424
Honda,City,2021,1.7,Petrol,CVT,54146,Sedan,RWD,4900123
Honda,BR-V,2019,2.2,Electric,CVT,54906,SUV,RWD,855091
Hyundai,Sonata,2015,1.1,Electric,CVT,109720,Truck,RWD,3681907
Suzuki,Swift,2019,2.5,Hybrid,Automatic,153009,Truck,FWD,1726805
Hyundai,Sonata,2018,2.0,Petrol,Automatic,81266,Hatchback,AWD,2846542
Suzuki,Swift,2005,3.5,Hybrid,Manual,133643,Sedan,RWD,1596705
Honda,Civic,2019,2.7,Petrol,Automatic,85869,SUV,AWD,7223270
Suzuki,WagonR,2019,2.8,Electric,Automatic,27502,SUV,AWD,2172832
Honda,BR-V,2008,3.1,Diesel,CVT,20455,Hatchback,AWD,2167584
Kia,Picanto,2005,2.8,Hybrid,Manual,94241,Truck,AWD,4424761
Hyundai,Elantra,2008,3.5,Hybrid,CVT,75199,Hatchback,FWD,6727557
Honda,City,2016,1.4,Electric,CVT,99484,Truck,FWD,5061195
Suzuki,Cultus,2006,1.8,Hybrid,Manual,97817,Hatchback,AWD,6180183
Hyundai,Sonata,2023,3.0,Electric,CVT,95787,Truck,FWD,5653021
Kia,Sportage,2016,3.1,Electric,Automatic,39282,Hatchback,AWD,2605058
Honda,BR-V,2010,2.5,Hybrid,Automatic,186361,SUV,FWD,4033644
Kia,Sportage,2009,1.3,Hybrid,Manual,23879,Truck,RWD,975923
Hyundai,Sonata,2014,3.4,Diesel,Manual,20858,Hatchback,RWD,7316561
Honda,City,2018,0.8,Hybrid,Automatic,82025,Sedan,FWD,2185085
Hyundai,Tucson,2007,2.6,Electric,Manual,81390,Sedan,RWD,4458664
Suzuki,Alto,2011,3.2,Electric,Automatic,35121,Sedan,RWD,5439145
Kia,Picanto,2005,1.4,Hybrid,Manual,73405,Truck,FWD,5555057
Toyota,Fortuner,2019,2.4,Petrol,Manual,152634,Hatchback,AWD,2516252
Kia,Cerato,2013,2.5,Petrol,CVT,81621,Truck,RWD,2264208
Toyota,Fortuner,2013,1.6,Electric,Manual,117506,Hatchback,RWD,5881022
Suzuki,Alto,2013,1.8,Hybrid,Automatic,122612,SUV,RWD,5788356
Suzuki,Alto,2019,3.6,Diesel,Automatic,87249,Truck,AWD,3061954
Toyota,Fortuner,2023,1.6,Hybrid,Manual,178851,Hatchback,RWD,1238997
Kia,Cerato,2022,1.4,Diesel,CVT,65365,Hatchback,AWD,5810863
Hyundai,Elantra,2005,2.3,Petrol,Manual,55638,Truck,FWD,1391095
Toyota,Camry,2015,2.2,Petrol,CVT,47586,Hatchback,RWD,4645067
Toyota,Camry,2012,1.0,Petrol,Automatic,105606,SUV,RWD,6722276
Suzuki,WagonR,2006,0.8,Electric,Manual,83880,Sedan,RWD,3257739
Honda,Accord,2016,1.7,Hybrid,Automatic,110658,SUV,RWD,4493373
Toyota,Yaris,2010,3.2,Petrol,Automatic,59731,Hatchback,RWD,4805425
Hyundai,Sonata,2011,2.8,Diesel,Automatic,89328,SUV,RWD,3584533
Toyota,Yaris,2022,2.9,Petrol,Manual,81042,Truck,FWD,4838257
Honda,BR-V,2022,0.9,Petrol,Manual,36829,SUV,FWD,7078479
Kia,Sportage,2012,2.0,Petrol,Automatic,29024,Hatchback,AWD,4149759
Kia,Picanto,2013,2.9,Hybrid,Manual,95589,Sedan,AWD,2009086
Honda,City,2005,1.2,Diesel,CVT,192551,SUV,AWD,977994
Hyundai,Tucson,2021,2.9,Hybrid,Manual,136960,Truck,FWD,6449037
Kia,Picanto,2008,3.1,Diesel,CVT,120727,SUV,RWD,2092093
Hyundai,Sonata,2022,1.2,Electric,Manual,145440,Sedan,FWD,3899870
Hyundai,Elantra,2015,2.7,Petrol,Automatic,183962,SUV,FWD,7145299
Honda,Accord,2018,0.9,Diesel,Manual,18409,Hatchback,RWD,5107515
Toyota,Corolla,2014,3.9,Electric,Manual,69301,Truck,FWD,3164621
Kia,Picanto,2018,1.5,Electric,Automatic,153431,Sedan,RWD,4108076
Toyota,Camry,2006,1.1,Petrol,CVT,86815,Sedan,AWD,4771834
Suzuki,Cultus,2016,1.2,Hybrid,Automatic,159812,Sedan,RWD,2580257
Honda,BR-V,2022,3.6,Petrol,Manual,154777,SUV,AWD,1134969
Hyundai,Elantra,2023,1.9,Electric,Automatic,157699,Hatchback,RWD,5544760
Honda,Civic,2008,1.5,Petrol,Automatic,193083,Sedan,AWD,7943755
Toyota,Camry,2017,0.9,Petrol,Automatic,6730,SUV,RWD,1631990
Toyota,Camry,2008,1.8,Diesel,Manual,17814,Truck,AWD,4020908
Honda,BR-V,2010,1.1,Hybrid,Automatic,199087,Truck,AWD,2189817
Honda,Civic,2016,1.2,Hybrid,Automatic,180914,Truck,FWD,953415
Suzuki,Swift,2016,1.1,Hybrid,Automatic,99571,SUV,FWD,4102918
Toyota,Fortuner,2009,2.5,Petrol,Manual,192828,Hatchback,FWD,6766376
Toyota,Yaris,2015,3.2,Petrol,CVT,53111,SUV,FWD,2592775
Hyundai,Sonata,2014,3.0,Hybrid,Automatic,165418,Sedan,AWD,6748057
Hyundai,Elantra,2009,3.4,Hybrid,Automatic,197808,Sedan,AWD,2091205
Suzuki,Alto,2012,3.1,Electric,Automatic,155218,Hatchback,FWD,1763375
Hyundai,Elantra,2017,2.4,Diesel,Manual,15526,Hatchback,FWD,5983628
Hyundai,Tucson,2020,1.0,Hybrid,CVT,32436,Hatchback,RWD,5382360
Honda,Accord,2021,3.7,Hybrid,CVT,149386,Sedan,FWD,1576470
Kia,Cerato,2014,2.6,Diesel,Manual,6616,Hatchback,RWD,7148779
Suzuki,Alto,2009,3.5,Electric,Manual,48695,Sedan,RWD,6579511
Kia,Cerato,2019,3.5,Petrol,CVT,159240,Sedan,FWD,6159720
Honda,Accord,2017,2.8,Diesel,Automatic,89826,Hatchback,AWD,2693189
Suzuki,Cultus,2017,3.3,Diesel,CVT,187189,Sedan,FWD,7691263
Hyundai,Sonata,2023,3.0,Electric,Manual,53858,Sedan,RWD,1998760
Kia,Sportage,2023,1.8,Diesel,CVT,64628,Hatchback,RWD,5521830
Suzuki,Cultus,2019,4.0,Diesel,CVT,94837,Hatchback,AWD,3436933
Suzuki,WagonR,2013,2.5,Electric,CVT,123361,Sedan,AWD,4524163
Honda,BR-V,2006,3.9,Hybrid,CVT,56209,Truck,FWD,6387015
Honda,Accord,2011,1.1,Electric,CVT,186387,SUV,FWD,3059300
Toyota,Yaris,2010,3.0,Electric,Automatic,142132,Sedan,FWD,6688464
Honda,Accord,2012,2.1,Diesel,Manual,195042,Hatchback,AWD,3828120
Suzuki,Cultus,2008,1.7,Hybrid,CVT,34956,Sedan,FWD,2909300
Toyota,Fortuner,2007,1.0,Diesel,Manual,62570,Truck,FWD,5751466
Toyota,Corolla,2023,0.8,Electric,CVT,176683,Sedan,FWD,3096278
Hyundai,Elantra,2011,2.1,Electric,CVT,50456,Hatchback,RWD,7489853
Kia,Sportage,2016,3.5,Hybrid,CVT,115933,Sedan,AWD,883815
Suzuki,Swift,2019,3.8,Petrol,CVT,91106,SUV,RWD,1084550
Hyundai,Elantra,2013,1.5,Hybrid,Manual,148577,Hatchback,AWD,4855293
Suzuki,Cultus,2008,2.1,Hybrid,Manual,171781,Hatchback,AWD,4911724
Kia,Sportage,2005,3.9,Petrol,Automatic,191731,Sedan,AWD,7536228
Hyundai,Elantra,2022,1.5,Electric,CVT,76894,Sedan,FWD,4550481
Kia,Cerato,2015,0.8,Hybrid,CVT,51764,Truck,FWD,6970311
Honda,BR-V,2014,2.4,Electric,Automatic,13510,Sedan,AWD,2764489
Kia,Sportage,2009,3.2,Petrol,CVT,65979,Sedan,AWD,3492102
Hyundai,Sonata,2009,1.7,Hybrid,Automatic,56598,SUV,FWD,2804842
Kia,Sportage,2007,1.8,Diesel,Manual,96809,Truck,FWD,3821043
Suzuki,Alto,2016,2.3,Electric,CVT,43154,Truck,AWD,3740630
Hyundai,Tucson,2019,3.6,Hybrid,Manual,39734,Truck,AWD,3433506
Suzuki,WagonR,2012,1.9,Diesel,CVT,67512,Hatchback,FWD,2677289
Suzuki,Cultus,2012,3.6,Diesel,Manual,163978,SUV,AWD,4158098
Toyota,Yaris,2015,2.1,Diesel,Manual,123202,Truck,AWD,5328396
Kia,Picanto,2008,2.4,Petrol,CVT,81169,Hatchback,RWD,7298262
Kia,Cerato,2015,2.2,Diesel,Manual,196162,Hatchback,RWD,937966
Hyundai,Sonata,2012,3.6,Petrol,CVT,129194,SUV,AWD,3894696
Suzuki,WagonR,2005,2.9,Diesel,Manual,150908,SUV,FWD,1487650
Suzuki,Alto,2006,3.3,Diesel,Manual,192008,Sedan,FWD,3124383
Kia,Picanto,2014,2.1,Hybrid,Manual,75725,SUV,RWD,4493276
Toyota,Fortuner,2018,1.4,Hybrid,CVT,35783,Truck,AWD,4778117
Kia,Cerato,2020,1.4,Diesel,CVT,151141,Hatchback,RWD,5198529
Toyota,Yaris,2023,3.2,Petrol,CVT,143853,SUV,AWD,3953895
Kia,Sportage,2005,2.6,Petrol,Automatic,130909,Sedan,RWD,3941324
Kia,Picanto,2020,3.5,Diesel,Automatic,180940,Truck,RWD,1753742
Kia,Sportage,2013,2.3,Electric,Manual,151929,SUV,RWD,2537333
Kia,Sportage,2022,3.9,Electric,Automatic,145310,Truck,FWD,5263803
Kia,Picanto,2014,3.7,Hybrid,Automatic,146757,Sedan,RWD,4285274
Toyota,Yaris,2005,3.6,Electric,Automatic,115851,SUV,AWD,7208666
Honda,Accord,2017,3.3,Electric,Automatic,103161,SUV,FWD,7602867
Toyota,Yaris,2009,1.8,Diesel,Manual,45155,Hatchback,AWD,5357016
Suzuki,Swift,2013,2.5,Hybrid,Automatic,95231,Hatchback,FWD,3478965
Suzuki,Swift,2007,1.2,Electric,Manual,146385,Hatchback,AWD,7417644
Suzuki,Swift,2021,1.5,Diesel,CVT,180422,SUV,AWD,5779177
Suzuki,Swift,2014,3.7,Hybrid,Automatic,139043,SUV,AWD,6928533
Honda,BR-V,2019,0.9,Hybrid,Automatic,153290,Truck,AWD,5695585
Kia,Sportage,2013,1.7,Petrol,Automatic,153615,Sedan,RWD,1692941
Suzuki,Alto,2006,3.0,Petrol,Automatic,45099,Sedan,AWD,5796951
Kia,Picanto,2022,1.9,Hybrid,CVT,139373,Hatchback,RWD,5372828
Suzuki,Swift,2008,3.0,Electric,Manual,15218,Hatchback,AWD,3667462
Hyundai,Tucson,2021,1.2,Petrol,Automatic,191168,Sedan,AWD,2683137
Hyundai,Elantra,2012,1.1,Petrol,Automatic,94241,Sedan,FWD,3786125
Kia,Picanto,2018,1.3,Petrol,CVT,122301,Truck,FWD,2299671
Kia,Cerato,2006,1.1,Hybrid,CVT,165929,Sedan,RWD,3428039
Kia,Sportage,2013,2.3,Hybrid,Automatic,33838,Hatchback,RWD,980434
Kia,Cerato,2018,2.0,Hybrid,CVT,88062,Truck,RWD,6103736
Honda,Civic,2008,4.0,Electric,Manual,106366,Sedan,FWD,1180529
Suzuki,WagonR,2013,1.0,Electric,Manual,164764,Truck,FWD,2253907
Hyundai,Elantra,2005,1.0,Electric,Manual,168192,Hatchback,AWD,4996468
Honda,Civic,2019,1.3,Electric,CVT,64534,Truck,RWD,5787871
Toyota,Fortuner,2005,1.2,Hybrid,Manual,168339,Truck,FWD,5688383
Toyota,Fortuner,2019,2.3,Hybrid,Automatic,76345,Hatchback,RWD,5452106
Toyota,Yaris,2013,3.0,Petrol,CVT,146304,Sedan,RWD,5089041
Suzuki,Alto,2010,3.1,Hybrid,Manual,157203,SUV,FWD,5446396
Kia,Sportage,2006,1.3,Diesel,CVT,24316,Sedan,RWD,2977728
Toyota,Fortuner,2005,0.9,Diesel,Automatic,45355,SUV,RWD,4897517
Honda,Civic,2015,1.7,Petrol,CVT,173562,Hatchback,AWD,5357142
Hyundai,Elantra,2010,1.3,Diesel,CVT,72854,Truck,RWD,4244603
Hyundai,Tucson,2015,3.2,Diesel,CVT,59411,Truck,FWD,1035533
Honda,Civic,2018,2.1,Hybrid,Automatic,43393,SUV,RWD,7130471
Hyundai,Tucson,2018,1.7,Diesel,CVT,80277,SUV,FWD,7815294
Toyota,Yaris,2019,1.0,Petrol,Automatic,176115,Sedan,RWD,1788053
Honda,City,2018,2.8,Petrol,Automatic,189737,Hatchback,RWD,2239633
Kia,Cerato,2008,2.6,Hybrid,Automatic,122158,Truck,AWD,887091
Kia,Sportage,2016,1.5,Diesel,Automatic,120768,Hatchback,AWD,5288561
Kia,Sportage,2021,2.6,Electric,CVT,26672,Truck,AWD,1205188
Kia,Picanto,2006,3.4,Petrol,Automatic,167334,Truck,AWD,5626201
Honda,City,2019,3.5,Hybrid,CVT,116512,Hatchback,RWD,1496830
Kia,Sportage,2011,1.7,Hybrid,Manual,138680,Truck,AWD,2225432
Honda,Accord,2015,1.1,Diesel,CVT,92337,Truck,AWD,6381006
Toyota,Camry,2009,1.8,Electric,Manual,173511,Truck,RWD,4750381
Toyota,Corolla,2018,1.2,Electric,Manual,83693,Hatchback,AWD,4436293
Hyundai,Elantra,2018,3.4,Electric,CVT,33150,Truck,FWD,6667024
Hyundai,Sonata,2022,3.1,Electric,Manual,141436,SUV,RWD,6153743
Suzuki,Swift,2019,2.0,Diesel,CVT,157074,Truck,RWD,5470173
Kia,Sportage,2007,3.6,Hybrid,Automatic,144963,Truck,RWD,6874733
Suzuki,WagonR,2008,2.2,Diesel,CVT,8872,SUV,AWD,6538996
Honda,City,2012,2.7,Electric,Manual,142327,SUV,FWD,5943506
Toyota,Yaris,2020,3.8,Electric,CVT,100354,SUV,RWD,3816623
Kia,Picanto,2018,1.8,Petrol,Automatic,105967,SUV,AWD,3328310
Toyota,Fortuner,2015,1.4,Petrol,Manual,120860,Hatchback,RWD,1363791
Honda,BR-V,2015,3.4,Electric,Manual,165188,Truck,RWD,4986634
Toyota,Yaris,2016,1.5,Electric,Manual,85355,Truck,RWD,1194082
Suzuki,WagonR,2006,2.3,Electric,Manual,197413,Truck,FWD,1299310
Toyota,Corolla,2015,0.9,Petrol,Automatic,196114,Truck,AWD,4147332
Toyota,Fortuner,2015,2.1,Petrol,Manual,12192,Hatchback,FWD,2490666
Kia,Cerato,2021,2.4,Electric,Automatic,135624,Sedan,FWD,2814325
Honda,City,2007,3.7,Petrol,Manual,112123,Truck,FWD,5142914
Toyota,Fortuner,2017,1.7,Hybrid,Manual,42825,Hatchback,AWD,5030387
Hyundai,Tucson,2017,3.5,Diesel,Automatic,69297,Sedan,AWD,6060968
Toyota,Yaris,2010,2.8,Diesel,Automatic,138173,Sedan,RWD,7041810
Hyundai,Tucson,2019,2.1,Hybrid,Manual,62134,Sedan,FWD,6620831
Toyota,Yaris,2010,3.3,Electric,CVT,99499,Sedan,RWD,5399633
Hyundai,Tucson,2017,2.0,Hybrid,Manual,51631,Truck,FWD,3723964
Toyota,Corolla,2018,1.3,Electric,CVT,40124,Truck,AWD,2905230
Kia,Cerato,2022,2.2,Petrol,Automatic,125069,Truck,FWD,1604967
Honda,BR-V,2022,3.7,Diesel,Manual,75823,Truck,FWD,1280371
Honda,BR-V,2018,3.9,Hybrid,CVT,46638,Truck,FWD,7683850
Hyundai,Sonata,2022,3.9,Hybrid,Automatic,111415,Hatchback,RWD,3185463
Honda,Civic,2018,3.9,Hybrid,Automatic,130750,Hatchback,RWD,2606796
Suzuki,WagonR,2016,1.5,Electric,Automatic,39770,Truck,FWD,3118521
Hyundai,Sonata,2006,2.9,Petrol,Automatic,188307,Hatchback,RWD,7812938
Honda,City,2020,1.6,Hybrid,CVT,119038,Sedan,RWD,3748793
Kia,Sportage,2019,3.0,Diesel,Manual,12256,Truck,RWD,4937640
Toyota,Corolla,2013,3.0,Electric,Manual,14885,SUV,RWD,1388118
Kia,Picanto,2015,1.4,Electric,Manual,18340,Truck,FWD,7887258
Toyota,Yaris,2006,1.2,Petrol,Manual,38294,Truck,RWD,7831442
Toyota,Camry,2009,3.5,Electric,CVT,157633,Sedan,AWD,991478
Honda,Civic,2019,0.8,Electric,CVT,75538,Sedan,RWD,7654730
Honda,Accord,2015,2.9,Petrol,Manual,185332,Sedan,RWD,6574898
